task_id,split,family,protocol,spec_id,expected_action,input_smiles,has_witness,has_proof,num_hard_constraints,num_soft_preferences,budget,corpus_source,invariance_group_id,boundary_case_type
sgchem_v0.3__smiles_invariance__spec_v2_alert_soft_train__00001,train,smiles_invariance,L1,spec_v2_alert_soft_train,ACCEPT,CC(=O)NC(CO)CCl,True,False,2,3,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__stereo__spec_v2_alert_soft_train__00010,
sgchem_v0.3__smiles_invariance__spec_v2_alert_soft_train__00002,train,smiles_invariance,L1,spec_v2_alert_soft_train,ACCEPT,C(NC(C)=O)(CO)CCl,True,False,2,3,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__stereo__spec_v2_alert_soft_train__00010,
sgchem_v0.3__smiles_invariance__spec_v2_alert_soft_train__00003,train,smiles_invariance,L1,spec_v2_alert_soft_train,ACCEPT,CC(=O)Nc1c(N)cccc1N,True,False,2,3,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__aromatic__spec_v2_alert_soft_train__00022,
sgchem_v0.3__smiles_invariance__spec_v2_alert_soft_train__00004,train,smiles_invariance,L1,spec_v2_alert_soft_train,ACCEPT,Nc1c(NC(C)=O)c(N)ccc1,True,False,2,3,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__aromatic__spec_v2_alert_soft_train__00022,
sgchem_v0.3__smiles_invariance__spec_v2_alert_soft_train__00005,train,smiles_invariance,L3,spec_v2_alert_soft_train,ACCEPT,C=C(O)NC(CO)CCl,True,False,3,3,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__tautomer__spec_v2_alert_soft_train__00034,
sgchem_v0.3__smiles_invariance__spec_v2_alert_soft_train__00006,train,smiles_invariance,L1,spec_v2_alert_soft_train,ACCEPT,CC(=O)NC(CO)CCl,True,False,2,3,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__tautomer__spec_v2_alert_soft_train__00034,
sgchem_v0.3__smiles_invariance__spec_v2_alert_soft_train__00007,train,smiles_invariance,L3,spec_v2_alert_soft_train,ACCEPT,CC(C)[NH+](CCO)CCCl,True,False,3,3,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__charge__spec_v2_alert_soft_train__00045,
sgchem_v0.3__smiles_invariance__spec_v2_alert_soft_train__00008,train,smiles_invariance,L1,spec_v2_alert_soft_train,ACCEPT,CC(C)N(CCO)CCCl,True,False,2,3,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__charge__spec_v2_alert_soft_train__00045,
sgchem_v0.3__smiles_invariance__spec_v2_alert_strict_dev__00001,dev,smiles_invariance,L1,spec_v2_alert_strict_dev,ACCEPT,CC(=O)NC(CN)CF,True,False,5,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__stereo__spec_v2_alert_strict_dev__00005,
sgchem_v0.3__smiles_invariance__spec_v2_alert_strict_dev__00002,dev,smiles_invariance,L1,spec_v2_alert_strict_dev,ACCEPT,C(NC(C)=O)(CN)CF,True,False,5,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__stereo__spec_v2_alert_strict_dev__00005,
sgchem_v0.3__smiles_invariance__spec_v2_alert_strict_dev__00003,dev,smiles_invariance,L1,spec_v2_alert_strict_dev,ACCEPT,CC(=O)Nc1c(F)cccc1Cl,True,False,5,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__aromatic__spec_v2_alert_strict_dev__00017,
sgchem_v0.3__smiles_invariance__spec_v2_alert_strict_dev__00004,dev,smiles_invariance,L1,spec_v2_alert_strict_dev,ACCEPT,Fc1c(NC(C)=O)c(Cl)ccc1,True,False,5,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__aromatic__spec_v2_alert_strict_dev__00017,
sgchem_v0.3__smiles_invariance__spec_v2_alert_strict_dev__00005,dev,smiles_invariance,L3,spec_v2_alert_strict_dev,ACCEPT,C=C(O)NC(CN)CF,True,False,6,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__tautomer__spec_v2_alert_strict_dev__00029,
sgchem_v0.3__smiles_invariance__spec_v2_alert_strict_dev__00006,dev,smiles_invariance,L1,spec_v2_alert_strict_dev,ACCEPT,CC(=O)NC(CN)CF,True,False,5,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__tautomer__spec_v2_alert_strict_dev__00029,
sgchem_v0.3__smiles_invariance__spec_v2_alert_strict_dev__00007,dev,smiles_invariance,L3,spec_v2_alert_strict_dev,ACCEPT,CC(C)[NH+](CCO)C(C)C,True,False,6,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__charge__spec_v2_alert_strict_dev__00040,
sgchem_v0.3__smiles_invariance__spec_v2_alert_strict_dev__00008,dev,smiles_invariance,L1,spec_v2_alert_strict_dev,ACCEPT,CC(C)N(CCO)C(C)C,True,False,5,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__charge__spec_v2_alert_strict_dev__00040,
sgchem_v0.3__smiles_invariance__spec_v2_amide_friendly_dev__00001,dev,smiles_invariance,L1,spec_v2_amide_friendly_dev,ACCEPT,CC(=O)NC(CO)CCl,True,False,2,2,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__stereo__spec_v2_amide_friendly_dev__00006,
sgchem_v0.3__smiles_invariance__spec_v2_amide_friendly_dev__00002,dev,smiles_invariance,L1,spec_v2_amide_friendly_dev,ACCEPT,C(NC(C)=O)(CO)CCl,True,False,2,2,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__stereo__spec_v2_amide_friendly_dev__00006,
sgchem_v0.3__smiles_invariance__spec_v2_amide_friendly_dev__00003,dev,smiles_invariance,L1,spec_v2_amide_friendly_dev,ACCEPT,CC(=O)Nc1c(F)cccc1F,True,False,2,2,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__aromatic__spec_v2_amide_friendly_dev__00018,
sgchem_v0.3__smiles_invariance__spec_v2_amide_friendly_dev__00004,dev,smiles_invariance,L1,spec_v2_amide_friendly_dev,ACCEPT,Fc1c(NC(C)=O)c(F)ccc1,True,False,2,2,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__aromatic__spec_v2_amide_friendly_dev__00018,
sgchem_v0.3__smiles_invariance__spec_v2_amide_friendly_dev__00005,dev,smiles_invariance,L3,spec_v2_amide_friendly_dev,ACCEPT,C=C(O)NC(CO)CCl,True,False,3,2,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__tautomer__spec_v2_amide_friendly_dev__00030,
sgchem_v0.3__smiles_invariance__spec_v2_amide_friendly_dev__00006,dev,smiles_invariance,L1,spec_v2_amide_friendly_dev,ACCEPT,CC(=O)NC(CO)CCl,True,False,2,2,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__tautomer__spec_v2_amide_friendly_dev__00030,
sgchem_v0.3__smiles_invariance__spec_v2_amide_friendly_dev__00007,dev,smiles_invariance,L3,spec_v2_amide_friendly_dev,ACCEPT,CC(C)[NH+](CCN)CCO,True,False,3,2,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__charge__spec_v2_amide_friendly_dev__00041,
sgchem_v0.3__smiles_invariance__spec_v2_amide_friendly_dev__00008,dev,smiles_invariance,L1,spec_v2_amide_friendly_dev,ACCEPT,CC(C)N(CCN)CCO,True,False,2,2,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__charge__spec_v2_amide_friendly_dev__00041,
sgchem_v0.3__smiles_invariance__spec_v2_aromatic_pref_test__00001,test,smiles_invariance,L1,spec_v2_aromatic_pref_test,ACCEPT,CC(=O)NC(C)C(C)N,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__stereo__spec_v2_aromatic_pref_test__00001,
sgchem_v0.3__smiles_invariance__spec_v2_aromatic_pref_test__00002,test,smiles_invariance,L1,spec_v2_aromatic_pref_test,ACCEPT,C(NC(C)=O)(C)C(C)N,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__stereo__spec_v2_aromatic_pref_test__00001,
sgchem_v0.3__smiles_invariance__spec_v2_aromatic_pref_test__00003,test,smiles_invariance,L1,spec_v2_aromatic_pref_test,ACCEPT,CC(=O)Nc1c(C(N)=O)cccc1C(N)=O,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__aromatic__spec_v2_aromatic_pref_test__00013,
sgchem_v0.3__smiles_invariance__spec_v2_aromatic_pref_test__00004,test,smiles_invariance,L1,spec_v2_aromatic_pref_test,ACCEPT,O=C(c1c(NC(C)=O)c(C(N)=O)ccc1)N,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__aromatic__spec_v2_aromatic_pref_test__00013,
sgchem_v0.3__smiles_invariance__spec_v2_aromatic_pref_test__00005,test,smiles_invariance,L3,spec_v2_aromatic_pref_test,ACCEPT,C=C(O)NC(C)C(C)N,True,False,3,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__tautomer__spec_v2_aromatic_pref_test__00025,
sgchem_v0.3__smiles_invariance__spec_v2_aromatic_pref_test__00006,test,smiles_invariance,L1,spec_v2_aromatic_pref_test,ACCEPT,CC(=O)NC(C)C(C)N,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__tautomer__spec_v2_aromatic_pref_test__00025,
sgchem_v0.3__smiles_invariance__spec_v2_aromatic_pref_test__00007,test,smiles_invariance,L3,spec_v2_aromatic_pref_test,ACCEPT,CC(C)[NH+](C)CCl,True,False,3,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__charge__spec_v2_aromatic_pref_test__00037,
sgchem_v0.3__smiles_invariance__spec_v2_aromatic_pref_test__00008,test,smiles_invariance,L1,spec_v2_aromatic_pref_test,ACCEPT,CC(C)N(C)CCl,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__charge__spec_v2_aromatic_pref_test__00037,
sgchem_v0.3__smiles_invariance__spec_v2_cns_like_test__00001,test,smiles_invariance,L1,spec_v2_cns_like_test,ACCEPT,CC(=O)Nc1c(Cl)cccc1Cl,True,False,3,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__stereo__spec_v2_cns_like_test__00002,
sgchem_v0.3__smiles_invariance__spec_v2_cns_like_test__00002,test,smiles_invariance,L1,spec_v2_cns_like_test,ACCEPT,Clc1c(NC(C)=O)c(Cl)ccc1,True,False,3,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__stereo__spec_v2_cns_like_test__00002,
sgchem_v0.3__smiles_invariance__spec_v2_cns_like_test__00003,test,smiles_invariance,L1,spec_v2_cns_like_test,ACCEPT,CC(=O)Nc1c(Cl)cccc1Cl,True,False,3,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__aromatic__spec_v2_cns_like_test__00014,
sgchem_v0.3__smiles_invariance__spec_v2_cns_like_test__00004,test,smiles_invariance,L1,spec_v2_cns_like_test,ACCEPT,Clc1c(NC(C)=O)c(Cl)ccc1,True,False,3,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__aromatic__spec_v2_cns_like_test__00014,
sgchem_v0.3__smiles_invariance__spec_v2_cns_like_test__00005,test,smiles_invariance,L3,spec_v2_cns_like_test,ACCEPT,C=C(O)Nc1c(Cl)cccc1Cl,True,False,4,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__tautomer__spec_v2_cns_like_test__00026,
sgchem_v0.3__smiles_invariance__spec_v2_cns_like_test__00006,test,smiles_invariance,L1,spec_v2_cns_like_test,ACCEPT,CC(=O)Nc1c(Cl)cccc1Cl,True,False,3,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__tautomer__spec_v2_cns_like_test__00026,
sgchem_v0.3__smiles_invariance__spec_v2_fragment_tight_train__00001,train,smiles_invariance,L1,spec_v2_fragment_tight_train,ACCEPT,CC(=O)NC(CO)CF,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__stereo__spec_v2_fragment_tight_train__00011,
sgchem_v0.3__smiles_invariance__spec_v2_fragment_tight_train__00002,train,smiles_invariance,L1,spec_v2_fragment_tight_train,ACCEPT,C(NC(C)=O)(CO)CF,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__stereo__spec_v2_fragment_tight_train__00011,
sgchem_v0.3__smiles_invariance__spec_v2_fragment_tight_train__00003,train,smiles_invariance,L1,spec_v2_fragment_tight_train,ACCEPT,CC(=O)Nc1cc(C(N)=O)ccc1F,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__aromatic__spec_v2_fragment_tight_train__00023,
sgchem_v0.3__smiles_invariance__spec_v2_fragment_tight_train__00004,train,smiles_invariance,L1,spec_v2_fragment_tight_train,ACCEPT,C(c1cc(NC(C)=O)c(F)cc1)(N)=O,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__aromatic__spec_v2_fragment_tight_train__00023,
sgchem_v0.3__smiles_invariance__spec_v2_fragment_tight_train__00005,train,smiles_invariance,L3,spec_v2_fragment_tight_train,ACCEPT,C=C(O)NC(CO)CF,True,False,3,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__tautomer__spec_v2_fragment_tight_train__00035,
sgchem_v0.3__smiles_invariance__spec_v2_fragment_tight_train__00006,train,smiles_invariance,L1,spec_v2_fragment_tight_train,ACCEPT,CC(=O)NC(CO)CF,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__tautomer__spec_v2_fragment_tight_train__00035,
sgchem_v0.3__smiles_invariance__spec_v2_fragment_tight_train__00007,train,smiles_invariance,L3,spec_v2_fragment_tight_train,ACCEPT,CC(N)C[NH+](C)C,True,False,3,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__charge__spec_v2_fragment_tight_train__00046,
sgchem_v0.3__smiles_invariance__spec_v2_fragment_tight_train__00008,train,smiles_invariance,L1,spec_v2_fragment_tight_train,ACCEPT,CC(N)CN(C)C,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__charge__spec_v2_fragment_tight_train__00046,
sgchem_v0.3__smiles_invariance__spec_v2_fragment_ultra_dev__00001,dev,smiles_invariance,L1,spec_v2_fragment_ultra_dev,ACCEPT,CC(=O)NC(CO)CCl,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__stereo__spec_v2_fragment_ultra_dev__00007,
sgchem_v0.3__smiles_invariance__spec_v2_fragment_ultra_dev__00002,dev,smiles_invariance,L1,spec_v2_fragment_ultra_dev,ACCEPT,C(NC(C)=O)(CO)CCl,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__stereo__spec_v2_fragment_ultra_dev__00007,
sgchem_v0.3__smiles_invariance__spec_v2_fragment_ultra_dev__00003,dev,smiles_invariance,L1,spec_v2_fragment_ultra_dev,ACCEPT,CC(=O)Nc1cc(C(N)=O)ccc1Cl,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__aromatic__spec_v2_fragment_ultra_dev__00019,
sgchem_v0.3__smiles_invariance__spec_v2_fragment_ultra_dev__00004,dev,smiles_invariance,L1,spec_v2_fragment_ultra_dev,ACCEPT,C(c1cc(NC(C)=O)c(Cl)cc1)(N)=O,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__aromatic__spec_v2_fragment_ultra_dev__00019,
sgchem_v0.3__smiles_invariance__spec_v2_fragment_ultra_dev__00005,dev,smiles_invariance,L3,spec_v2_fragment_ultra_dev,ACCEPT,C=C(O)NC(CO)CCl,True,False,3,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__tautomer__spec_v2_fragment_ultra_dev__00031,
sgchem_v0.3__smiles_invariance__spec_v2_fragment_ultra_dev__00006,dev,smiles_invariance,L1,spec_v2_fragment_ultra_dev,ACCEPT,CC(=O)NC(CO)CCl,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__tautomer__spec_v2_fragment_ultra_dev__00031,
sgchem_v0.3__smiles_invariance__spec_v2_fragment_ultra_dev__00007,dev,smiles_invariance,L3,spec_v2_fragment_ultra_dev,ACCEPT,CC(CF)[NH+](C)C,True,False,3,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__charge__spec_v2_fragment_ultra_dev__00042,
sgchem_v0.3__smiles_invariance__spec_v2_fragment_ultra_dev__00008,dev,smiles_invariance,L1,spec_v2_fragment_ultra_dev,ACCEPT,CC(CF)N(C)C,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__charge__spec_v2_fragment_ultra_dev__00042,
sgchem_v0.3__smiles_invariance__spec_v2_low_rotor_train__00001,train,smiles_invariance,L1,spec_v2_low_rotor_train,ACCEPT,CC(=O)Nc1c(C(N)=O)cccc1C(N)=O,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__stereo__spec_v2_low_rotor_train__00012,
sgchem_v0.3__smiles_invariance__spec_v2_low_rotor_train__00002,train,smiles_invariance,L1,spec_v2_low_rotor_train,ACCEPT,O=C(c1c(NC(C)=O)c(C(N)=O)ccc1)N,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__stereo__spec_v2_low_rotor_train__00012,
sgchem_v0.3__smiles_invariance__spec_v2_low_rotor_train__00003,train,smiles_invariance,L1,spec_v2_low_rotor_train,ACCEPT,CC(=O)Nc1cc(C(N)=O)ccc1C(N)=O,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__aromatic__spec_v2_low_rotor_train__00024,
sgchem_v0.3__smiles_invariance__spec_v2_low_rotor_train__00004,train,smiles_invariance,L1,spec_v2_low_rotor_train,ACCEPT,NC(c1cc(NC(C)=O)c(C(N)=O)cc1)=O,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__aromatic__spec_v2_low_rotor_train__00024,
sgchem_v0.3__smiles_invariance__spec_v2_low_rotor_train__00005,train,smiles_invariance,L3,spec_v2_low_rotor_train,ACCEPT,C=C(O)N=C1C(C(=N)O)=CC=CC1=C(N)O,True,False,3,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__tautomer__spec_v2_low_rotor_train__00036,
sgchem_v0.3__smiles_invariance__spec_v2_low_rotor_train__00006,train,smiles_invariance,L1,spec_v2_low_rotor_train,ACCEPT,CC(=O)Nc1c(C(N)=O)cccc1C(N)=O,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__tautomer__spec_v2_low_rotor_train__00036,
sgchem_v0.3__smiles_invariance__spec_v2_low_rotor_train__00007,train,smiles_invariance,L3,spec_v2_low_rotor_train,ACCEPT,CC[NH+](CC)C(C)C(C)N,True,False,3,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__charge__spec_v2_low_rotor_train__00047,
sgchem_v0.3__smiles_invariance__spec_v2_low_rotor_train__00008,train,smiles_invariance,L1,spec_v2_low_rotor_train,ACCEPT,CCN(CC)C(C)C(C)N,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__charge__spec_v2_low_rotor_train__00047,
sgchem_v0.3__smiles_invariance__spec_v2_ro5_balanced_test__00001,test,smiles_invariance,L1,spec_v2_ro5_balanced_test,ACCEPT,CC(=O)NC(CN)CF,True,False,3,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__stereo__spec_v2_ro5_balanced_test__00003,
sgchem_v0.3__smiles_invariance__spec_v2_ro5_balanced_test__00002,test,smiles_invariance,L1,spec_v2_ro5_balanced_test,ACCEPT,C(NC(C)=O)(CN)CF,True,False,3,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__stereo__spec_v2_ro5_balanced_test__00003,
sgchem_v0.3__smiles_invariance__spec_v2_ro5_balanced_test__00003,test,smiles_invariance,L1,spec_v2_ro5_balanced_test,ACCEPT,CC(=O)Nc1c(Cl)cccc1Cl,True,False,3,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__aromatic__spec_v2_ro5_balanced_test__00015,
sgchem_v0.3__smiles_invariance__spec_v2_ro5_balanced_test__00004,test,smiles_invariance,L1,spec_v2_ro5_balanced_test,ACCEPT,Clc1c(NC(C)=O)c(Cl)ccc1,True,False,3,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__aromatic__spec_v2_ro5_balanced_test__00015,
sgchem_v0.3__smiles_invariance__spec_v2_ro5_balanced_test__00005,test,smiles_invariance,L3,spec_v2_ro5_balanced_test,ACCEPT,C=C(O)NC(CN)CF,True,False,4,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__tautomer__spec_v2_ro5_balanced_test__00027,
sgchem_v0.3__smiles_invariance__spec_v2_ro5_balanced_test__00006,test,smiles_invariance,L1,spec_v2_ro5_balanced_test,ACCEPT,CC(=O)NC(CN)CF,True,False,3,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__tautomer__spec_v2_ro5_balanced_test__00027,
sgchem_v0.3__smiles_invariance__spec_v2_ro5_balanced_test__00007,test,smiles_invariance,L3,spec_v2_ro5_balanced_test,ACCEPT,CC(C)[NH+](CCN)CCN,True,False,4,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,sgchem_v0.3__invariance_group__charge__spec_v2_ro5_balanced_test__00038,
